Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
LKQ,LKQ Corporation,30.1,9450603494,n/a,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq
LMFA,"LM Funding America, Inc.",1.3261,4144010.782,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa
LMFAW,"LM Funding America, Inc.",0.025,0,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw
LOGC,"LogicBio Therapeutics, Inc.",13.61,304166188.1,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc
LOGI,Logitech International S.A.,38.72,6417902029,n/a,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",82.4,4103520000,n/a,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm
CNCR,Loncar Cancer Immunotherapy ETF,20.4801,38912190,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cncr
CHNA,Loncar China BioPharma ETF,23.71,3556500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chna
LONE,Lonestar Resources US Inc.,3.98,98599099.14,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
LOAC,Longevity Acquisition Corporation,10.08,53121600,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loac
LOACR,Longevity Acquisition Corporation,0.21,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacr
LOACU,Longevity Acquisition Corporation,10.52,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacu
LOACW,Longevity Acquisition Corporation,0.1,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacw
LOOP,"Loop Industries, Inc.",7.08,239344398.5,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop
LORL,"Loral Space and Communications, Inc.",36.82,1138943892,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
LPLA,LPL Financial Holdings Inc.,74.09,6248320285,n/a,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
LRAD,LRAD Corporation,3.0836,100572024.1,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad
LYTS,LSI Industries Inc.,3.4,88022515,n/a,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts
LULU,lululemon athletica inc.,176.35,22973152768,n/a,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu
LITE,Lumentum Holdings Inc.,61.97,4715917000,n/a,n/a,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite
LMNX,Luminex Corporation,22.81,1026149136,n/a,2000,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx
LUNA,Luna Innovations Incorporated,4.44,124877632.9,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna
LKCO,Luokung Technology Corp,6.5,9132500,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lkco
LBC,Luther Burbank Corporation,10.53,594962248.1,n/a,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc
LYFT,"Lyft, Inc.",59.8,17095462540,n/a,2019,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lyft
MBTF,M B T Financial Corp,10.04,231289050.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf
MCBC,Macatawa Bank Corporation,10.32,351330953,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc
MFNC,Mackinac Financial Corporation,15.69,168383589.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc
MTSI,"MACOM Technology Solutions Holdings, Inc.",13.89,908202344.8,n/a,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi
MGNX,"MacroGenics, Inc.",16.77,818451062.5,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx
MDGL,"Madrigal Pharmaceuticals, Inc.",106.08,1635442149,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl
MAGS,Magal Security Systems Ltd.,5.19,120117282.2,n/a,1993,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",70,1674773940,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln
MGTA,"Magenta Therapeutics, Inc.",14.41,495808112.3,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgta
MGIC,Magic Software Enterprises Ltd.,9.61,469842875.2,n/a,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic
MGYR,"Magyar Bancorp, Inc.",12.4999,72758742.93,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",0.6535,54212984.38,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld
MNSB,"MainStreet Bancshares, Inc.",23,189744457,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mnsb
MJCO,Majesco,7.8,334707929.4,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mjco
MMYT,MakeMyTrip Limited,25.21,1496037030,n/a,2010,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt
MBUU,"Malibu Boats, Inc.",41.62,867219833.1,n/a,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu
MLVF,"Malvern Bancorp, Inc.",21.19,164743646.9,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",8.7,109660629,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams
TUSK,"Mammoth Energy Services, Inc.",15.59,699626957.9,n/a,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk
MANH,"Manhattan Associates, Inc.",67.45,4356899430,n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",5.98,57778622.46,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",7.64,150334518.5,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",17.99,43097833.45,n/a,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,1.54,289172006.2,n/a,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,61.99,2470630109,n/a,2002,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",2.95,18820955.75,n/a,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",4.77,200804951,n/a,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx
MRIN,Marin Software Incorporated,4.95,29470324.95,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin
MARPS,Marine Petroleum Trust,2.49,4980000,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
MRNS,"Marinus Pharmaceuticals, Inc.",4.94,259443924.2,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns
MRKR,"Marker Therapeutics, Inc.",5.28,239926917.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrkr
MKTX,"MarketAxess Holdings, Inc.",278.33,10492341000,n/a,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx
MRLN,Marlin Business Services Corp.,21.79,268645075,n/a,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln
MAR,Marriott International,136.42,45931815124,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",1.61,178211756.5,n/a,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",19.78,1079439876,n/a,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,7.73,301850169.1,n/a,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,25.02,16490682000,n/a,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,130.15,6944289647,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
MCFT,"MasterCraft Boat Holdings, Inc.",24.74,463328295.5,n/a,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
MTCH,"Match Group, Inc.",60.4,16818314406,n/a,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,16.66,282221566.2,16940070,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
MTRX,Matrix Service Company,19.61,525240652.5,n/a,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",12.19,4210731250,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat
MATW,Matthews International Corporation,40.06,1276761995,n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",60,16403900400,n/a,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",4.39,201977530.1,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mxwl
MGRC,McGrath RentCorp,62,1499303902,n/a,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,2.1,150984317.4,n/a,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca
MDJH,MDJM LTD,3.1,36026522.9,n/a,2019,Finance,Real Estate,https://www.nasdaq.com/symbol/mdjh
MDRR,"Medalist Diversified REIT, Inc.",7.9,18340497.8,n/a,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mdrr
MFIN,Medallion Financial Corp.,6.81,166389942.2,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,25.53,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl
MNOV,"MediciNova, Inc.",11.2,482285003.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",90.34,5624583125,n/a,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
MDGS,Medigus Ltd.,2.85,4692382.5,1646450,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
MDGSW,Medigus Ltd.,0.6,0,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgsw
MDWD,MediWound Ltd.,5.32,144591423.5,n/a,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
MEDP,"Medpace Holdings, Inc.",56.17,2012358890,n/a,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp
MEIP,"MEI Pharma, Inc.",3.14,223408305.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip
MGTX,MeiraGTx Holdings plc,19.53,648078325,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx
MLCO,Melco Resorts & Entertainment Limited,25.1,6067587505,241736554,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
MLNT,"Melinta Therapeutics, Inc.",4.38,49186948.86,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt
MLNX,"Mellanox Technologies, Ltd.",120.3,6558264695,n/a,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
MELR,"Melrose Bancorp, Inc.",18.3212,44706164.72,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/melr
MNLO,Menlo Therapeutics Inc.,7.2,167458924.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo
MTSL,MER Telemanagement Solutions Ltd.,1.72,5666235.56,n/a,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",484.14,23877064884,n/a,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
AMTB,Mercantil Bank Holding Corporation,17.51,756512423.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb
AMTBB,Mercantil Bank Holding Corporation,11.3,488211900.9,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb
MBWM,Mercantile Bank Corporation,33.8,555030645,n/a,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,14.16,929618953,n/a,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
MBIN,Merchants Bancorp,24.18,694066661.3,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin
MBINP,Merchants Bancorp,27,54000000,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbinp
MRCY,Mercury Systems Inc,73.02,3538479539,n/a,1998,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy
MREO,Mereo BioPharma Group plc,5.6,26596365.6,4749351,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mreo
EBSB,"Meridian Bancorp, Inc.",17.22,922004364.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb
VIVO,Meridian Bioscience Inc.,11.51,489050715,n/a,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo
MRBK,Meridian Corporation,17.69,113339759.2,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk
MMSI,"Merit Medical Systems, Inc.",56.18,3088557242,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",6.54,87261807.36,n/a,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
MRSN,"Mersana Therapeutics, Inc.",4.92,234606086.9,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn
MRUS,Merus N.V.,15.44,360662604.9,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus
MESA,"Mesa Air Group, Inc.",9.14,218472533.4,n/a,2018,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa
MLAB,"Mesa Laboratories, Inc.",236.69,915633134.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab
MESO,Mesoblast Limited,5.875,46366998.13,7892255,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
CASH,"Meta Financial Group, Inc.",25.76,1016256163,n/a,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
MEOH,Methanex Corporation,54.92,4243298953,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh
MGEE,MGE Energy Inc.,67.79,2350168802,n/a,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",87.87,1495097681,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
MBOT,Microbot Medical Inc. ,7.85,33814503,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot
MCHP,Microchip Technology Incorporated,99.89,23670828715,n/a,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",42.06,46547255683,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
MSFT,Microsoft Corporation,130.6,1.00076E+12,n/a,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,149.7,1532490726,n/a,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",1,103522820,n/a,1996,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis
MICT,"MICT, Inc.",0.9399,10089104.66,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict
MPB,Mid Penn Bancorp,24.38,206314067.8,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb
MTP,Midatech Pharma PLC,1.85,931854.25,503705,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
MCEP,"Mid-Con Energy Partners, LP",0.76,23300808.08,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep
MBCN,Middlefield Banc Corp.,40.55,132045803.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn
MSEX,Middlesex Water Company,57.99,953999521,n/a,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
MSBI,"Midland States Bancorp, Inc.",26.82,639051887.2,n/a,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
MSVB,"Mid-Southern Bancorp, Inc.",12.68,45206685.28,n/a,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msvb
MOFG,"MidWestOne Financial Group, Inc.",28.18,342472808.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg
MLND,"Millendo Therapeutics, Inc. ",15.54,207583304.5,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnd
TIGO,Millicom International Cellular S.A.,59.12,5976393622,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tigo
MIME,Mimecast Limited,51.51,3112328051,n/a,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime
MNDO,MIND C.T.I. Ltd.,2.17,42996653.42,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
NERV,"Minerva Neurosciences, Inc",7.37,287617721.3,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv
MGEN,"Miragen Therapeutics, Inc.",2.93,90599171.67,n/a,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
MRTX,"Mirati Therapeutics, Inc.",59.49,2143328088,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx
MSON,"MISONIX, Inc.",17.34,164055526,n/a,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson
MIND,"Mitcham Industries, Inc.",3.73,45205358.27,n/a,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind
MINDP,"Mitcham Industries, Inc.",24.1999,19311520.2,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp
MITK,"Mitek Systems, Inc.",11.9,460942822.9,n/a,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk
MKSI,"MKS Instruments, Inc.",91.01,4935013974,n/a,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mksi
MMAC,"MMA Capital Holdings, Inc.",31.8,183715468.8,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mmac
MTC,"MMTec, Inc.",3.9,78273000,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/mtc
MINI,"Mobile Mini, Inc.",36.02,1619917735,n/a,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini
MOBL,"MobileIron, Inc.",5.93,644483358.6,n/a,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl
MMDM,Modern Media Acquisition Corp.,10.42,269617500,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdm
MMDMR,Modern Media Acquisition Corp.,0.26,0,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmr
MMDMU,Modern Media Acquisition Corp.,10.7,0,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmu
MMDMW,Modern Media Acquisition Corp.,0.35,0,n/a,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmw
MRNA,"Moderna, Inc.",26.03,8563967274,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mrna
MOGO,Mogo Finance Technology Inc.,3.75,86867433.75,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mogo
MTEM,"Molecular Templates, Inc.",7.35,270198134.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem
MBRX,"Moleculin Biotech, Inc.",1.35,46418440.5,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx
MNTA,"Momenta Pharmaceuticals, Inc.",13.99,1379571793,n/a,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta
MOMO,Momo Inc.,35.07,5500500879,156843481,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo
MKGI,"Monaker Group, Inc.",2.4,23104094.4,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mkgi
MCRI,"Monarch Casino & Resort, Inc.",42.69,767424938.8,n/a,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mcri
MDLZ,"Mondelez International, Inc.",50.85,73516271613,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz
MGI,"Moneygram International, Inc.",3.31,186637828.8,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mgi
MDB,"MongoDB, Inc.",140.92,7749401757,n/a,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb
MNCL,Monocle Acquisition Corporation,9.77,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mncl
MNCLU,Monocle Acquisition Corporation,10.15,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mnclu
MNCLW,Monocle Acquisition Corporation,0.31,0,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mnclw
MPWR,"Monolithic Power Systems, Inc.",155.71,6682450360,n/a,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr
